titulo_do_texto,texto,descritor,comando,resposta_item,ano,tipo,origem,resposta,opcoes
O cômodo vazio,"Um homem acorda num cômodo vazio. [...] Confuso, tateia ao redor de si a fim de encontrar algo. Sem achar nada além do chão [...], põe-se sentado e olha para os lados: quatro paredes, encardidas, lhe guardam, silenciosas, num quadrilátero. Olha para cima: há um teto, no mesmo estado das paredes. Botando-se de gatinhas, teima em vasculhar o piso, agora indo além de onde despertou, seguindo por todos os lugares e cantos. [...] Nada. Desalentado, encara o teto. [...] Dá alguns pulos com os braços esticados, já sabendo que não daria certo, mas insiste mesmo assim, renovando seu desgosto. Angustiado, [...] senta-se no chão e leva as mãos à cabeça. Sua testa está escorregadia de suor, e fecha os olhos para pensar melhor. “Ora, este é um cômodo. E está vazio. Se estou nele... ... entrei por algum lugar.” Concluindo o óbvio, abre os olhos e vasculha novamente os arredores. Sente vergonha de si quando repara que havia uma porta numa das paredes, o tempo todo. Apalpa [...] os bolsos vazios: nada de chave. “Como saio?” Levanta-se e vai até a porta. Gira a maçaneta. “Está aberta!” Sai do cômodo e segue seu caminho, como já devia ter feito desde o começo desta estória.",D19 – Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.,Nesse texto a expressão “segue seu caminho” produz o efeito de,a,7° ano,SPAECE,Avaliação paraná,indicar que o homem andou para fora do cômodo.,"['indicar que o homem andou para fora do cômodo.', 'mostrar que o homem esqueceu onde estava.\r', 'revelar que o homem ficou irritado ao acordar.', 'sugerir que o homem perseguiu alguém.']"
"Lili, uma Cocker Companheira","""Dim-dom!"" - Oba! Temos visitas! - disse a minha dona. Eu sou a cachorrinha Lili, e sou uma Cocker. Eu gosto quando chegam visitas aqui em Depois, é só retirar o excesso com algodão seco. Sou bem gulosa e, se minha dona não me controlar, como um montão. Por falar em comida, já me deu uma fominha! Desculpa aí, pessoal, mas vou ver se já está na hora da minha ração. Tchauzinho! 5 casa. Faço amizades com muita facilidade, mas sem ficar pulando ou pedindo carinho para os visitantes. Bom, a não ser que eles me convidem para fazer isso. Na verdade, sou muito alegre, gosto de brincar e de dar longos passeios. Tenho bastante energia para essas coisas. Mas também sou flexível. Posso simplesmente ser uma companheira tranquila ao lado da minha dona. Vai depender do que ela quiser que eu faça no momento. Há algo importante que você precisa saber sobre mim. Minhas orelhas compridas abafam os ouvidos, assim eles acumulam mais cera, umidade e sujeira. Por isso, você precisa limpar meus ouvidos com algodão umedecido em óleo de amêndoa",D19 – Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.,"Nesse texto, a expressão “Dim-Dom” foi usada para indicar",c,7° ano,SPAECE,Avaliação paraná,a campainha tocando.,"['a barriga da cachorrinha roncando.', 'a cachorrinha latindo.', 'a campainha tocando.', 'a conversa dos visitantes da casa.']"
Cabelos brancos,"Vivo meus dias em busca de calor, sabor e melodia. Sabe quando você encontra algo ou alguém que não te deixa sentir mais frio? Penso que isso torna tudo mais doce e mágico e te faz escutar dentro da sua cabeça voada uma música boba e romântica onde tudo cria algum sentido. Pois é, justo naquele momento onde tudo parecia tão confuso. Você acaba caindo na real com um tapinha na testa. E assim vai criando a consciência de que está em uma dessas furadas onde os supostos apaixonados sempre são vistos como verdadeiros babões. Mas às vezes o ser humano tem que entrar em uma dessas furadas para ter do que se lembrar. Viver algo desejável, vivenciável e imprevisível. Penso o quanto seria chato ter previsões de um ideológico futuro, sendo que o legal de um relacionamento são as surpresas que ele pode nos oferecer. Não é mesmo? Desenhar, sonhar e esperar algo que você deseja pode ser satisfatório. Mas e quando esse desenho sai do papel ainda melhor que seus rabiscos e detalhes? Não seria incrível? Você se surpreende, a vida nos surpreende. [...]",D19 – Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.,"Nesse texto, a palavra “voada” produz sentido de",d,7° ano,SPAECE,Avaliação paraná,sugerir que o narrador é distraído.,"['apontar que o narrador faz muitas viagens.', 'indicar que o narrador sente\xadse orgulhoso.', 'mostrar que o narrador é impaciente.', 'sugerir que o narrador é distraído.']"
O celular está destruindo nossa memória,"O Instagram recebe 95 milhões de fotos por dia. São 1.100 novas imagens no sistema a cada segundo. Isso sem falar nos outros bilhões de cliques armazenados na memória dos celulares e que nunca verão a luz do dia. [...] As câmeras digitais acabaram com a limitação de poses. [...] Só tem um problema: esse hábito pode estar acabando com as nossas vidas – pelo menos com a forma como nos lembramos das nossas vidas. E pode estar distorcendo nossas personalidades também. [...] Quando você vive com uma câmera fotográfica de capacidade virtualmente infinita no bolso, a tendência é que você se preocupe mais em registrar momentos do que em prestar atenção neles. Aí complica. “Prestar atenção é fundamental para codificar informações na memória”, diz a italiana Giuliana Mazzoni, professora de psicologia da Universidade de Hull, no Reino Unido. Por via das dúvidas, vale lembrar: sua memória talvez agradeça se você parar e dar uma boa olhada no que vai fotografar antes de efetivamente apertar o botão. [...]",D19 – Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.,"Nesse texto, no trecho: “... e que nunca verão a luz do dia.”  a expressão ""nunca verão a luz do dia"" produz o sentido de",a,7° ano,SPAECE,Avaliação paraná,"apontar que algumas fotos tiradas com o celular não são publicadas.","['apontar que algumas fotos tiradas com o celular não são publicadas.\r', 'demonstrar a prática de tirar fotografias noturnas com o celular.', 'refletir sobre a má qualidade das fotografias tiradas com o celular.', 'revelar que as fotos tiradas com o celular não são valorizadas.']"
Dinossauros no shopping,"Passear pelo shopping pode ser divertido, principalmente num dia de chuva, em que não dá para brincar lá fora. Encontramos cinemas com filmes bacanas, lanches gostosos, dinossauros… Opa! Achou estranho? Pois saiba que a exposição Era T-Rex levou um monte de parentes meus para shoppings em Niterói e São Paulo. A aventura começa com um filme 5D, tecnologia que une os movimentos do cinema 3D com cheiros, ventania e até esguichos de água para contar a história de um filhote de Tyranosaurus rex que se perde da mãe. Depois, o passeio continua com uma visita a réplicas de diversas espécies que se mexem de verdade, emitem sons e têm tamanho real. Quem visitar a exposição vai ver uma fêmea maiassaura cuidando de seu filhote, um apatossauro com 22 metros de comprimento e até tocar o angaturama, um dinossauro que viveu aqui no Brasil. A viagem no tempo não para por aí. No final, você vai encontrar um tanque de areia cheio de fósseis para descobrir. Eu e Diná já fomos correndo visitar nossos parentes e, apesar de sentirmos falta de algumas espécies, adoramos. Se você mora em São Paulo e quer conhecer a exposição, é preciso correr: ela só fica por lá até 29 de julho. Já em Niterói, ela vai até outubro.","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções,
advérbios etc","No trecho “... brincar lá fora.” a palavra ""lá"" indica",b,7° ano,SPAECE,Avaliação paraná,lugar.,"['causa.', 'lugar.', 'modo.', 'tempo.']"
O pardal que queria ser águia,"“Minhocas! Eca! Isso é comida para bebês!”, Tuco, o pequeno pardal, nunca deixa de irritar seus amigos. Um dia, ele vai visitar sua mãe e diz: “Eu, mais tarde, vou me tornar uma águia dourada!”, “Mas, querido, mais tarde você vai continuar sendo o que já é: um pequeno pardal” – explica-lhe a mãe. “Não, eu vou ser uma ave de rapina poderosa! Você vai ver! Além do mais, hoje à noite no jantar, vou comer um carneiro que eu mesmo vou pegar.” Ele voa sobre o campo próximo e começa a pairar sobre um rebanho de ovelhas. Vê uma bem gorda e crava suas unhas nas costas dela. “Quem está aí nas minhas costas?” – pergunta a ovelha. “Sou eu, o Tuco! Você está presa! Eu capturei você!” – disse com sua voz baixinha. “Quem é você? Eu não consigo nem vê-lo” – perguntou a ovelha, se divertindo. “Você é minha prisioneira agora!” – diz Tuco. Mas, de repente, ele escorrega e cai entre as pernas da ovelha. Ela inclina-se até ele: “Oh, oh! Vejam só, uma águia dourada!” E ela pega o pequeno pardal entre os dentes e o carrega de volta para sua mãe, dizendo: “Estou trazendo de volta a sua terrível águia.”. Ele nem consegue olhar para a mãe. Essa foi a primeira e única aventura de Tuco, a águia dourada!","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções,
advérbios etc","No trecho “‘Você é minha prisioneira agora!’” a palavra ""agora"" indica ideia de",d,7° ano,SPAECE,Avaliação paraná,tempo.,"['causa. ', 'lugar.', 'modo.', 'tempo.']"
"Lili, uma Cocker Companheira","“Dim­dom!” – Oba! Temos visitas! – disse a minha dona. Eu sou a cachorrinha Lili, e sou uma Cocker. Eu gosto quando chegam visitas aqui em casa. Faço amizades com muita facilidade, mas sem ficar pulando ou pedindo carinho para os visitantes. Bom, a não ser que eles me convidem para fazer isso. Na verdade, sou muito alegre, gosto de brincar e de dar longos passeios. Tenho bastante energia para essas coisas. Mas também sou flexível. Posso simplesmente ser uma companheira tranquila ao lado da minha dona. Vai depender do que ela quiser que eu faça no momento. Há algo importante que você precisa saber sobre mim. Minhas orelhas compridas abafam os ouvidos, assim eles acumulam mais cera, umidade e sujeira. Por isso, você precisa limpar meus ouvidos com algodão umedecido em óleo de amêndoa. Depois, é só retirar o excesso com algodão seco. Sou bem gulosa e, se minha dona não me controlar, como um montão. Por falar em comida, já me deu uma fominha! Desculpa aí, pessoal, mas vou ver se já está na hora da minha ração. Tchauzinho!","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções,
advérbios etc","Nesse texto, no trecho: “Tenho bastante energia para essas coisas.” o termo ""bastante"" estabelece relação de",b,7° ano,SPAECE,Avaliação paraná,intensidade.,"['comparação.', 'intensidade.', 'proporção.', 'causa.']"
-,"As festas juninas são celebradas ao longo do mês de junho. Sua origem foram as festas pagãs, com fogueiras e queimas de fogos [...]. Elas começaram nos campos e plantações originando os trajes típicos de caipiras e sinhazinhas, com casamento de roça, discurso do padrinho, as capelinhas decoradas, etc. Com o passar do tempo, as festividades foram tomando um cunho religioso. Pela tradição, a festa junina consiste em celebrar os bons resultados da colheita [...]. As festas juninas estão enraizadas de arte popular com suas influências próprias das regiões, cheias de pureza, ingenuidade, poesia e inspiração. [...]","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções,
advérbios etc",O trecho desse texto que apresenta uma ideia de tempo é:,a,7° ano,SPAECE,Avaliação paraná,“As festas juninas são celebradas ao longo do mês de junho.”. ,"['“As festas juninas são celebradas ao longo do mês de junho.”. ', '“... foram as festas pagãs, com fogueiras e queimas de fogos”.\r', '“Elas começaram nos campos e plantações originando os trajes típicos...”. ', ' “... as festividades foram tomando um cunho religioso.”.\r']"
As lembranças vão na mala,"Puft! Fui atingida por toneladas e toneladas de fotos e álbuns de fotografia. É, quando mamãe dizia para arrumar esse armário, ela estava realmente falando sério. Em meio a tantas e tantas fotos, uma me chamou a atenção. Depois de muito observá-la, conseguia sentir até mesmo a areia no meu pé, o cheirinho do mar, o barulho das ondas quebrando, os adultos conversando, as crianças brincando... Ah! As crianças... Essa risada gostosa, tão sutil e ao mesmo tempo estridente, tão sincera... E esse rostinho de quem vai aprontar alguma? Esse olhar sapeca brilhando na direção do mar, da areia, de tudo e todos, como se examinasse cada detalhe de um novo mundo com uma perspectiva totalmente diferente. E lá ia eu, deixando meu calmo e tranquilo mundo paralelo para ir atrás de uma miniatura de gente que corria em meio às gargalhadas pela praia lotada, em direção ao mar, para meu desespero e da minha mãe, é claro. Calma e tranquilidade não combinavam com a situação, então “desci do salto” e perdi a compostura. Saí pela praia gritando por meu irmão, para que voltasse o mais rápido possível, porém, isso não poderia ser conseguido com facilidade. [...] É... nossas viagens nunca foram de plena leveza e descanso e a falta de medo e noção dos perigos do Rafa, meu irmão, sempre foram os principais motivos para tais situações, mas sempre tornaram as viagens tão memoráveis e inesquecíveis ao ponto de deixar-me sorrindo como boba ao olhar fotos como esta. Momentos que me fazem sentir falta de cada gargalhada, brincadeira e, claro, de todas as maratonas atrás desse homenzinho de nossa família!","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nesse texto, no trecho “... uma me chamou a atenção.” a palavra ""uma"" se refere à",b,7° ano,SPAECE,Avaliação paraná,foto.,"['criança.', 'foto.', 'mamãe.', ' risada.']"
-,"[...] Querida CHC, é um prazer estar escrevendo esta carta! A revista é ótima, muito informativa e interessante! Gostei em especial da matéria “Uma ajuda dos Urubus”, pois ela tem como objetivo, além de localizar os lixões, conscientizar os moradores sobre como o despejo incorreto do lixo pode causar danos ambientais e à saúde da população. Essa ideia ajudaria a ter um grande avanço de consciência na sociedade, e geraria uma melhor condição ao meio ambiente. Conheci a revista através de uma aula de português, porém, agora sempre que tenho um tempo livre leio alguma matéria por interesse próprio, pois sei que ficarei bem informada. Meus parabéns a todos da revista CHC, que conseguem passar tantas informações interessantes e importantes de maneira descontraída. [...]","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nesse texto, no trecho “... pois ela tem como objetivo...”  o termo ""ela"" refere-se a",d,7° ano,SPAECE,Avaliação paraná,matéria.,"['aula.', 'carta.', 'ideia.', 'matéria.']"
O celular está destruindo nossa memória,"O Instagram recebe 95 milhões de fotos por dia. São 1.100 novas imagens no sistema a cada segundo. Isso sem falar nos outros bilhões de cliques armazenados na memória dos celulares e que nunca verão a luz do dia. [...] As câmeras digitais acabaram com a limitação de poses. [...] Só tem um problema: esse hábito pode estar acabando com as nossas vidas – pelo menos com a forma como nos lembramos das nossas vidas. E pode estar distorcendo nossas personalidades também. [...] Quando você vive com uma câmera fotográfica de capacidade virtualmente infinita no bolso, a tendência é que você se preocupe mais em registrar momentos do que em prestar atenção neles. Aí complica. “Prestar atenção é fundamental para codificar informações na memória”, diz a italiana Giuliana Mazzoni, professora de psicologia da Universidade de Hull, no Reino Unido. Por via das dúvidas, vale lembrar: sua memória talvez agradeça se você parar e dar uma boa olhada no que vai fotografar antes de efetivamente apertar o botão. [...]","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nesse texto, no trecho “... prestar atenção neles.” o termo ""neles"" retoma",d,7° ano,SPAECE,Avaliação paraná,momentos.,"['milhões.', 'cliques.', 'celulares.', 'momentos.']"
O que são os dinossauros?,"Há muitos e muitos anos, viveu um extraordinário grupo de animais chamado dinossauros. Eles sobreviveram por aproximadamente 150 milhões de anos e desapareceram da Terra da forma mais misteriosa já vista. Muitos deles eram gigantes e alguns deles não eram maiores que uma galinha. Alguns eram mansos e comiam somente plantas; outros tinham dentes afiados e comiam carne. Alguns dinossauros eram répteis1  assim como os lagartos. Eles tinham a pele escamosa e botavam ovos. Mas ao contrário do lagarto, que era pequeno, com pernas curtas, os dinossauros tinham longos pescoços em cima de seus corpos, o que significava que eles podiam se movimentar muito mais facilmente. Muitos outros répteis viveram na era dos dinossauros, nadando no mar e voando no céu, mas os dinossauros viveram apenas em terra. Hoje, nós sabemos sobre eles porque seus ossos [...] foram preservados em rochas como fósseis2","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","No texto, no trecho “Eles sobreviveram por aproximadamente 150 milhões de anos...” a palavra ""Eles"" está no lugar de",a,7° ano,SPAECE,Avaliação paraná,dinossauros.,"['dinossauros.', 'répteis.', 'lagartos.', 'fósseis.']"
O que é água?,"A água é uma substância química. Um elemento da natureza, transparente, sem sabor e odor, composto por dois gases: duas partes de hidrogênio (símbolo H) e uma parte de oxigênio (símbolo O). Sua fórmula química é H2 O. A água pode ser doce ou salgada. A água do mar é salgada porque os rios carregam para o mar cloro e sódio que se desprendem na erosão das rochas dos seus leitos. Como os rios recebem mais água doce das chuvas do que evaporam, sua água continua doce. Com o mar é diferente: ele perde mais água por meio da evaporação do que ganha com a chuva. Assim, como o sal não evapora com a água, essa substância vai se acumulando e se concentrando no mar. A repetição desse fenômeno durante centenas de milhões de anos aumentou a concentração de cloreto de sódio nos oceanos, tornando-os salgados como são hoje. A água pode se apresentar em diversos estados: líquido, sólido (gelo) e gasoso (vapor d’água).","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","No trecho “... essa substância vai se acumulando...” a expressão ""essa substância"" está no lugar da palavra ",d,7° ano,SPAECE,Avaliação paraná,sal.,"['água', 'cloro.', 'sódio.', 'sal.']"
O pardal que queria ser águia,"“Minhocas! Eca! Isso é comida para bebês!”, Tuco, o pequeno pardal, nunca deixa de irritar seus amigos. Um dia, ele vai visitar sua mãe e diz: “Eu, mais tarde, vou me tornar uma águia dourada!”, “Mas, querido, mais tarde você vai continuar sendo o que já é: um pequeno pardal” – explica-lhe a mãe. “Não, eu vou ser uma ave de rapina poderosa! Você vai ver! Além do mais, hoje à noite no jantar, vou comer um carneiro que eu mesmo vou pegar.” Ele voa sobre o campo próximo e começa a pairar sobre um rebanho de ovelhas. Vê uma bem gorda e crava suas unhas nas costas dela. “Quem está aí nas minhas costas?” – pergunta a ovelha. “Sou eu, o Tuco! Você está presa! Eu capturei você!” – disse com sua voz baixinha. “Quem é você? Eu não consigo nem vê-lo” – perguntou a ovelha, se divertindo. “Você é minha prisioneira agora!” – diz Tuco. Mas, de repente, ele escorrega e cai entre as pernas da ovelha. Ela inclina-se até ele: “Oh, oh! Vejam só, uma águia dourada!” E ela pega o pequeno pardal entre os dentes e o carrega de volta para sua mãe, dizendo: “Estou trazendo de volta a sua terrível águia.”. Ele nem consegue olhar para a mãe. Essa foi a primeira e única aventura de Tuco, a águia dourada!",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,O que fez com que essa história acontecesse?,c,7° ano,SPAECE,Avaliação paraná,Tuco querer ser uma águia,"['Tuco caçar um carneiro.\r', 'Tuco irritar os seus amigos.', 'Tuco querer ser uma águia', 'Tuco visitar sua mãe.']"
As lembranças vão na mala,"Puft! Fui atingida por toneladas e toneladas de fotos e álbuns de fotografia. É, quando mamãe dizia para arrumar esse armário, ela estava realmente falando sério. Em meio a tantas e tantas fotos, uma me chamou a atenção. Depois de muito observá-la, conseguia sentir até mesmo a areia no meu pé, o cheirinho do mar, o barulho das ondas quebrando, os adultos conversando, as crianças brincando... Ah! As crianças... Essa risada gostosa, tão sutil e ao mesmo tempo estridente, tão sincera... E esse rostinho de quem vai aprontar alguma? Esse olhar sapeca brilhando na direção do mar, da areia, de tudo e todos, como se examinasse cada detalhe de um novo mundo com uma perspectiva totalmente diferente. E lá ia eu, deixando meu calmo e tranquilo mundo paralelo para ir atrás de uma miniatura de gente que corria em meio às gargalhadas pela praia lotada, em direção ao mar, para meu desespero e da minha mãe, é claro. Calma e tranquilidade não combinavam com a situação, então “desci do salto” e perdi a compostura. Saí pela praia gritando por meu irmão, para que voltasse o mais rápido possível, porém, isso não poderia ser conseguido com facilidade. [...] É... nossas viagens nunca foram de plena leveza e descanso e a falta de medo e noção dos perigos do Rafa, meu irmão, sempre foram os principais motivos para tais situações, mas sempre tornaram as viagens tão memoráveis e inesquecíveis ao ponto de deixar-me sorrindo como boba ao olhar fotos como esta. Momentos que me fazem sentir falta de cada gargalhada, brincadeira e, claro, de todas as maratonas atrás desse homenzinho de nossa família!",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,"Nesse texto, a pessoa que conta a história",c,7° ano,SPAECE,Avaliação paraná,é o personagem principal.,"['é alguém que observa os fatos de maneira emotiva.', 'é alguém que observa os fatos de maneira imparcial.', 'é o personagem principal.', 'é um personagem secundário.']"
Azulândia,"Os últimos dias não tinham sido fáceis para o Rei Lívio e para a sua amada esposa, a rainha Olga. Diariamente, chegavam ao palácio notícias de que os encantos do reino começavam a desaparecer a um ritmo alucinante e de forma misteriosa. Primeiro haviam desaparecido as borboletas e as libélulas, logo em seguida, as hortênsias azuis que adornavam as bermas dos caminhos. Não muito depois, os habitantes da Azulândia deixaram de ver, pela manhã, gotas de orvalho. Temia-se que, em pouco tempo, desaparecessem os regatos de água cristalina, as robustas e centenárias árvores, o canto dos pássaros… A catástrofe total seria no dia em que as nuvens, o Sol, a Lua, as estrelas e o arco-íris deixassem de oferecer luz e cor à ilha.",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,O fato que deu origem a essa história foi,c,7° ano,SPAECE,Avaliação paraná,o desaparecimento dos encantos do reino de forma misteriosa,"['a alegria dos homens ao verem que as bermas dos caminhos estavam bordadas.', 'a procura por homens que ainda conservassem a bondade no coração.', 'o desaparecimento dos encantos do reino de forma misteriosa', 'o retorno dos homens ao palácio para uma grande festa no salão.']"
No silêncio,"Um fazendeiro descobriu que tinha perdido o relógio no celeiro, muito valioso e de grande valor sentimental. Após extensa procura em vão, ele recorreu à ajuda de um grupo de crianças e prometeu uma valiosa recompensa para quem encontrasse o seu relógio. Quando o fazendeiro estava prestes a desistir, um menino lhe pediu uma chance para procurar, já que todos os outros não conseguiram. Por que não? Seria uma tentativa a mais. Então, o fazendeiro autorizou o menino a entrar no celeiro. Depois de um tempo, o menino saiu com o relógio em sua mão!!! Todos ficaram espantados. Então o fazendeiro perguntou: “Como conseguiu encontrar?” O menino respondeu: “Eu não fiz nada a não ser ficar sentado no chão. No silêncio, eu escutei o tique-taque do relógio e apenas olhei para a direção certa.” [...]",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,"Nesse texto, o narrador",d,7° ano,SPAECE,Avaliação paraná," não faz parte dos fatos, porém sabe de tudo o que acontece com os personagens.","['faz parte da história, contando algo que aconteceu com ele mesmo.', 'faz parte do acontecimento, sendo um personagem secundário da narrativa.', 'não faz parte das ações, mas tenta promover uma reflexão no leitor.', ' não faz parte dos fatos, porém sabe de tudo o que acontece com os personagens.\r']"
De bem com a vida,"Filó, a joaninha, acordou cedo. – Que lindo dia! Vou aproveitar para visitar minha tia. [...] Filó colocou seu vestido amarelo de bolinhas pretas, passou batom cor-de-rosa, calçou os sapatinhos de verniz, pegou o guarda-chuva preto e saiu pela floresta: plecht, plecht... Andou, andou... e logo encontrou Loreta, a borboleta. – Que lindo dia! – E pra que esse guarda-chuva preto, Filó? – É mesmo! – pensou a joaninha. E foi para casa deixar o guardachuva. De volta à floresta: – Sapatinhos de verniz? Que exagero! – disse o sapo Tatá. Hoje nem tem festa na floresta. – É mesmo! – pensou a joaninha. E foi para casa trocar os sapatinhos. De volta à floresta: – Batom cor-de-rosa? Que esquisito! – disse Téo, o grilo falante. – É mesmo! – disse a joaninha. E foi para casa tirar o batom. – Vestido amarelo com bolinhas pretas? Que feio! Por que não usa o vermelho? – disse a aranha Filomena. – É mesmo! – pensou Filó. E foi para casa trocar de vestido. Cansada de tanto ir e voltar, Filó resmungava pelo caminho. O Sol estava tão quente que a joaninha resolveu desistir do passeio. Chegando em casa, ligou para tia Matilde. – Titia, vou deixar a visita para outro dia. – O que aconteceu, Filó? – Ah! Tia Matilde! Acordei cedo, me arrumei bem bonita e saí andando pela floresta. Mas no caminho... – Lembre-se, Filozinha... gosto de você do jeitinho que você é. Venha amanhã, estarei te esperando com um almoço bem gostoso. No dia seguinte, Filó acordou de bem com a vida. Colocou seu vestido amarelo de bolinhas pretas, amarrou a fita na cabeça, passou batom cor-de-rosa, calçou seus sapatinhos de verniz, pegou o guardachuva preto, saiu andando apressadinha pela floresta, plecht, plecht, plecht... e só parou para descansar no colo gostoso da tia Matilde.",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,"Qual é a personagem principal desse texto?",c,7° ano,SPAECE,Avaliação paraná,A joaninha Filó.,"['A aranha Filomena.', 'A borboleta Loreta', 'A joaninha Filó.', 'A tia Matilde']"
O Espelho Mágico,"O rapaz […] saiu pelo mundo para ganhar a vida. Ia por um caminho quando viu uma pedra tapando a boca de um formigueiro e as formigas lutando para arredá-la. O moço, que tinha bom coração, abaixou-se e tirou a pedra com cuidado para não matar as formigas. Quando acabou, uma formiguinha falou: - Se você se encontrar em dificuldades, diga: Valha-me o Rei das Formigas. O rapaz seguiu sua estrada e adiante encontrou um carneiro com uma pata enganchada num arame. Soltou o bichinho. O carneiro disse: - Quando você tiver uma dificuldade, diga: Valha-me o Rei dos Carneiros! Lá mais longe o rapaz viu um peixe dentro duma poça d’água rasa, quase se acabando. [...] O moço tirou-o da poça […]. - Quando você tiver uma dificuldade, diga: Valha-me o Rei dos Peixes. […] Chegando no reinado, o rapaz soube que a princesa tinha um espelho mágico que mostrava todas as cousas escondidas. O espelho só tinha forças de meia-noite até o primeiro cantar do galo. Quem se escondesse, e a princesa não descobrisse, casava com ela […]. O rapaz foi se oferecer para essa aventura. Na primeira noite […] disse: Valha-me o Rei dos Carneiros! […] - Monte nas minhas costas! – O rapaz montou e o carneiro largou-se correndo […]. Deitou o rapaz na gruta e encheu os arredores de carneiros, uns por cima dos outros, que ninguém via outra cousa afora carneiro. À meia-noite a moça puxou o espelho e procurou o rapaz […] e o espelho mostrou o rapaz deitado no chão, coberto de carneiros. […] O rapaz apelou para o peixe. Foi à beira-mar e chamou: Valha-me o Rei dos Peixes! […] O Rei dos Peixes mandou um tubarão engolir o rapaz e uma baleia engolir o tubarão e foi para o fundo do mar. Na meia-noite, a princesa foi consultar o espelho. […] descobriu onde o rapaz estava dormindo. […] a princesa ficou com pena dele e pediu ao rei para deixar o moço experimentar uma vez mais. O rapaz ficou contente e foi valer-se do Rei das Formigas. Esse ouviu a conversa toda e disse: - […] Eu vou virar você numa formiga [...] À meia-noite a princesa procurou o rapaz em toda parte, virou e mexeu, e nada de ver onde ele estava dormindo. Passouse a hora das forças do espelho encantado e ela não viu cousa alguma. Amanheceu o dia e o rapaz voltou a ser gente e veio perguntar onde tinha dormido. - Não sei onde você dormiu! Onde foi? - Não digo enquanto não me casar com você! Fizeram o casamento com muita festa e só depois de casado é que o moço disse onde tinha passado a sua última noite de solteiro.",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,A personagem principal dessa história é,d,7° ano,SPAECE,Avaliação paraná,"o rapaz.","['o carneiro.', 'o espelho.', 'o peixe.', 'o rapaz.\r']"
"Entusiasmos no primeiro dia de aulas na Orquestra Cidadã – Meninos
do Ipojuca","Esta terça-feira (16) foi o primeiro dia de aula na sede Orquestra Criança Cidadã –Meninos do Ipojuca, no distrito de Camela. A garotada compareceu com muita expectativa e entusiasmo à nova rotina diária. A programação conta com cursos de teoria musical e de instrumentos de cordas, reforço escolar, aulas de informática, além de atendimento psicológico e pedagógico e três refeições diárias [...]. O núcleo funcionará nos horários da manhã e da tarde de segunda a sexta-feira e aos sábados com o ensaio geral. O prédio [...] conta com 15 salas de aulas, miniauditório, telecentro, sala de acompanhamento pedagógico, sala para atendimento psicossocial, banheiros e refeitório. O coordenador pedagógico e maestro da Orquestra em Camela, Márcio Pereira, acredita que os alunos terão facilidade no aprendizado. “Estou muito feliz, além de ensinar a garotada, estou passando por um aprendizado, tenho a certeza que daqui sairão excelentes músicos, como o que acontece com os ‘Meninos do Coque’”, ressaltou Pereira. Ao final do ano, durante o ciclo natalino, a Orquestra Cidadã do Ipojuca pretende realizar um pequeno concerto na localidade.",D07 - Diferenciar a informação principal das secundárias em um texto.,A informação principal desse texto está no trecho,a,7° ano,SPAECE,Avaliação paraná,“Esta terça-feira (16) foi o primeiro dia de aula na sede Orquestra Criança Cidadã...”,"['“Esta terça-feira (16) foi o primeiro dia de aula na sede Orquestra Criança Cidadã...”', '“O núcleo funcionará nos horários da manhã e da tarde de segunda a sexta-feira...”. ', '“... Márcio Pereira, acredita que os alunos terão facilidade no aprendizado.”.', '“... a Orquestra Cidadã do Ipojuca pretende realizar um pequeno concerto....”. ']"
