titulo_do_texto,texto,descritor,comando,resposta_item,ano,tipo,origem,resposta,opcoes
"Como fazer Porta- revistas com canudos de jornal
","1º passo: Recorte a folha do jornal em tiras; 2º passo: Enrole a tira da folha de jornal no sentido diagonal utilizando um palitinho de madeira; 3º passo: Finalize de enrolar a tira da folha de jornal e cole a ponta para não desenrolar; Antes de começar a fazer o porta-revistas, faça vários canudinhos e reserve; Enrole os canudinhos e dê um formato quadrado nas dimensões de 5 x 5cm. Para a base, separe 16 quadrados e una-os formando um quadrado; Comece a subir as laterais unindo quadradinhos nas laterais da base; Repita a operação até a altura desejada;","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, nos trechos “Recorte a folha do jornal em tiras;” e “Finalize de enrolar a tira...” as palavras ""Recorte"" e ""Finalize"" foram utilizadas para indicar",c,9° ano,SPAECE,Simulado 01 SPAECE ,uma instrução.,"['um desejo.', 'um pedido.', 'uma instrução.', 'uma ordem.']"
Um homem e uma mulher,"Aconteceu um acidente de trânsito, com dois carros batendo de frente, um guiado por um homem e o outro por uma mulher. Os carros ficaram completamente destruídos, mas, surpreendentemente, os motoristas nada sofreram. Ficaram completamente ilesos. Depois de saírem de seus carros, a mulher disse: — Interessante, você é um homem e eu uma mulher com os carros totalmente destruídos, mas estamos sem nenhum arranhão. Isto deve ser um sinal de Deus. Nós realmente precisávamos nos encontrar. Estava em nossos destinos nos conhecermos e ficarmos vivendo em paz, como grandes amigos até o fim de nossos dias. — Concordo! - disse o homem. A mulher continuou: — Isto com certeza é um sinal de Deus. E olhe outro milagre! Meu carro está completamente destruído, mas esta garrafa de vinho não se quebrou. Está claro que o destino quer que a bebamos para celebrar a nossa vida, que foi salva milagrosamente neste acidente. Vamos celebrar! Então a mulher tirou a rolha e passou a garrafa para o homem. Ele concordou sem titubear, e bebeu pelo gargalo a metade do vinho da garrafa. Depois devolveu a garrafa à mulher. Ela, imediatamente, sem beber uma gota, recolocou a rolha no gargalo. Sem entender nada, o homem perguntou: — Não vai beber a sua metade para comemorar? A mulher respondeu: — Agora não. Vou esperar a polícia chegar primeiro...","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, a expressão “Vamos celebrar!” foi utilizada para indicar",d,9° ano,SPAECE,Simulado 01 SPAECE ,um convite.,"['uma ordem.', 'uma reclamação.', 'uma súplica.', 'um convite.']"
"A invasão dos blábláblás
","O planeta é dividido entre as pessoas que falam no cinema – e as que não falam. É uma divisão recente. Por décadas, os falantes foram minoria. E uma minoria reprimida. Quando alguém abria a boca na sala escura, recebia logo um shhhhhhhhhhhhh. E voltava ao estado silencioso de onde nunca deveria ter saído. Todo pai ou mãe que honrava seu lugar de educador ensinava a seus filhos que o cinema era um lugar de reverência. [...] [...] Pertenço, desde sempre, às fileiras dos silenciosos. Anos atrás, nem imaginava que pudesse haver outro comportamento além do silêncio absoluto no cinema. Assim como não imagino alguém cochichando em qualquer lugar onde entramos com o compromisso de escutar. Não é uma questão de estilo, de gosto. Pertence ao campo do respeito, da ética. Cinema é a experiência da escuta [...] mas nós não falamos uns com os outros. No cinema, só quem fala são os atores do filme. Nós calamos para que eles possam falar. Nossa vida cala para que outra fale. Isso era cinema. Agora mudou. É estarrecedor, mas os blábláblás venceram. Tomaram conta das salas de cinema. E, sem nenhuma repressão, vão expulsando a todos que entram no cinema para assistir ao filme sem importunar ninguém. [...]","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, no trecho “...recebia logo um shhhhhhhhhhhhh.” a expressão ""shhhhhhhhhhhhh"" foi empregada para indicar",b,9° ano,SPAECE,Simulado 01 SPAECE ,o pedido de silêncio das pessoas no cinema.,"['a expulsão daqueles que fazem silêncio no cinema', 'o pedido de silêncio das pessoas no cinema.', 'o respeito dos que apreciam o cinema.', 'o som das pessoas cochichando no momento do filme.']"
"Branca lembrança de uma infância
","Naquela época, o carreirinho que ia à igreja já estava branquinho de neve, como se tivesse chovido algodão sobre a mata ainda virgem. Os galhos dos pinheiros – até os mais fortes – quebravam devido ao peso da neve. Os barrancos ficavam todos cobertos por uma manta branca e suave, formando um verdadeiro escorregador. Fazíamos bonecos de neve com nariz de cenoura, braços de galhos secos e uma panela velha como chapéu. Foi a nossa maior diversão! Contrastando com a neve, estava o marrom carnado do pinhão no chão. Pinhão, tinha bastante! Por isso era pinhão no almoço, na janta... Como a comida era pouco diversificada, a gente dava graças quando tinha alguma coisa diferente. O pinhão dava um sabor a mais a nossas refeições! A gente sabia que o pinhão só dava no inverno, mas queria catar pinhão o ano todo. Ah, que saudades daquela época em que a gente fazia o sapecado! O pinhão quentinho e o chimarrão eram nossos tesouros, nossa tradição... [...]","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","Nesse texto, no trecho “...como se tivesse chovido algodão...” a palavra ""como"" dá ideia de",c,9° ano,SPAECE,Simulado 01 SPAECE ,comparação.,"['adição.', 'causa', 'comparação.', 'modo.']"
Caçadora de gigantes,"Bárbara Thorson é uma garota rebelde e solitária que prefere o mundo de calabouços e dragões ao mundo real. Ao passar por uma série de maus tratos na escola, seu comportamento muda e a vida que sempre imaginou se torna real. Logo ela se vê enfrentando seus medos da pior maneira e fica obcecada com o que acredita ser sua missão: matar gigantes. PAÍS DE ORIGEM: BÉLGICA/CHINA/EUA/GRÃ-BRETANHA/ ANO DE PRODUÇÃO: 2018 GÊNERO: DRAMA, FANTASÍA, SUSPENSE DURAÇÃO: 106 CENSURA: 10","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","No trecho “...o mundo de calabouços e dragões...” o termo ""e"" estabelece uma relação de",a,9° ano,SPAECE,Simulado 01 SPAECE ,adição.,"['adição.', 'causa.', 'comparação.', 'oposição.']"
Do que é feito o iogurte?,"O iogurte é um alimento amplamente consumido por jovens e adultos, seja puro ou com açúcar, mel ou frutas. Apesar disso, muitas pessoas não sabem como esse produto é feito e imaginam apenas que há leite, açúcar e alguns frutos. O que muitos não sabem é que, além desses produtos, existem bactérias! [...] As bactérias também são importantes para a fabricação de alimentos, tais como os iogurtes, queijos, coalhadas e vinagres; na produção de insulina, que é usada no tratamento de diabetes, e até em tratamentos estéticos, como o Botox. [...] No que diz respeito ao iogurte, elas são usadas para transformar o açúcar encontrado no leite (lactose) em ácido lático, que é responsável por coagular o leite. Esse processo é conhecido como fermentação. Basicamente, duas bactérias são usadas no processo de fabricação de iogurtes, a Lactobacillus bulgaricus e a Streptococcus thermophilus. A primeira está mais relacionada com a cremosidade e o cheiro do iogurte, enquanto o Streptococcus thermophilus está mais relacionado com a fermentação.  O iogurte, além de saboroso, possui várias outras qualidades. Os lactobacilos usados em sua produção são importantes, por exemplo, contra doenças do intestino. Além disso, alguns estudos comprovam que o iogurte diminui o mau hálito e é uma boa fonte de cálcio, auxiliando, assim, no combate à osteoporose e à hipertensão (pressão alta). Sem falar que o iogurte é uma grande fonte de vitaminas","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","Nesse texto, no trecho “...além de saboroso...” o termo ""além de"" estabelece uma ideia de",a,9° ano,SPAECE,Simulado 01 SPAECE ,adição.,"['adição.', 'alternância.', 'condição.', 'oposição.']"
Onde judas perdeu as botas,"A expressão “onde Judas perdeu as botas” é usada para designar um lugar distante, desconhecido e inacessível. Existe uma história não comprovada a qual relata que após trair Jesus, Judas se enforcou em uma árvore sem nada nos pés, já que havia posto o dinheiro que ganhara por ter entregue o mestre dentro de suas botas. Ainda segundo o conto popular, quando os soldados viram que Judas estava sem seus sapatos, saíram desesperados em busca dos calçados e do dinheiro ali depositado (cerca de 30 moedas de ouro). No entanto, diz a lenda que ninguém achou, nem sequer ficou sabendo do paradeiro das botas de Judas. Foi por meio desta fantasiosa história que o termo “onde Judas perdeu as botas” surgiu e se transformou em uma expressão popular.","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","Nesse texto, os trechos “Quando” e “No entanto”  expressam, respectivamente uma ideia de",d,9° ano,SPAECE,Simulado 01 SPAECE ,tempo e adversidade.,"['adição e causa.', 'adversidade e modo.', 'modo e tempo.', 'tempo e adversidade.']"
Canastra das velhinhas,"Duas velhinhas, bem velhinhas estão jogando sua canastra semanal. Uma delas olha para a outra e diz: — Por favor, não me leve a mal. Nós somos amigas há tanto tempo e agora eu não consigo me lembrar do seu nome, veja só a minha cabeça. Qual é o seu nome, querida? A outra olha fixamente para a amiga, por uns dois minutos, coça a testa e diz: — Você precisa dessa informação para quando?","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","Nesse texto, no trecho “A outra olha fixamente...” a palavra ""fixadamente"" indica
",b,9° ano,SPAECE,Simulado 01 SPAECE ,o modo como a outra velhinha olhava para a amiga.,"['o lugar onde acontecia o jogo de canastra.', 'o modo como a outra velhinha olhava para a amiga.', 'o motivo pelo qual a velhinha olhava para a amiga.', 'o tempo de amizade entre as duas velhinhas.']"
Um homem e uma mulher,"Aconteceu um acidente de trânsito, com dois carros batendo de frente, um guiado por um homem e o outro por uma mulher. Os carros ficaram completamente destruídos, mas, surpreendentemente, os motoristas nada sofreram. Ficaram completamente ilesos. Depois de saírem de seus carros, a mulher disse: — Interessante, você é um homem e eu uma mulher com os carros totalmente destruídos, mas estamos sem nenhum arranhão. Isto deve ser um sinal de Deus. Nós realmente precisávamos nos encontrar. Estava em nossos destinos nos conhecermos e ficarmos vivendo em paz, como grandes amigos até o fim de nossos dias. — Concordo! - disse o homem. A mulher continuou: — Isto com certeza é um sinal de Deus. E olhe outro milagre! Meu carro está completamente destruído, mas esta garrafa de vinho não se quebrou. Está claro que o destino quer que a bebamos para celebrar a nossa vida, que foi salva milagrosamente neste acidente. Vamos celebrar! Então a mulher tirou a rolha e passou a garrafa para o homem. Ele concordou sem titubear, e bebeu pelo gargalo a metade do vinho da garrafa. Depois devolveu a garrafa à mulher. Ela, imediatamente, sem beber uma gota, recolocou a rolha no gargalo. Sem entender nada, o homem perguntou: — Não vai beber a sua metade para comemorar? A mulher respondeu: — Agora não. Vou esperar a polícia chegar primeiro...","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.",Qual dos trechos abaixo indica ideia de modo?,d,9° ano,SPAECE,Simulado 01 SPAECE ,“...foi salva milagrosamente neste acidente.”,"['“Aconteceu um acidente de trânsito...”', '“ — Isto com certeza é um sinal de Deus.”', '“...foi salva milagrosamente neste acidente.”', '“...foi salva milagrosamente neste acidente.”']"
"Celulares e Smartphones: uso e abuso?
","Não há dúvida que os avanços tecnológicos incorporados aos aparelhos eletrônicos nos últimos anos trouxeram grandes benefícios para nossas vidas. [...] Entretanto, todo esse progresso que, inegavelmente, transformou a vida das pessoas, veio acompanhado de alguns aspectos negativos, dentre os quais salienta-se o chamado “vício de celular” (mobile phone addiction, em inglês). Estudos recentes demonstram que o uso excessivo de smartphones pode causar depressão, estresse e insônia. Segundo o professor de Psicologia Organizacional e Saúde da Universidade de Lancaster, Reino Unido, Cary Cooper, a utilização em demasia desses aparelhos oferece uma saída passiva na qual o usuário não precisa interagir com o mundo ou enfrentar seus problemas. Assim como a luz da televisão atrai e entorpece os sentidos, os smartphones e celulares, segundo o mesmo psicólogo, podem causar vício e outros malefícios. [...] Não há nada de errado com os smartphones, o problema é como a pessoa os usa. Como qualquer ferramenta, o smartphone precisa ser usado com sabedoria. Estipule horários para usar o aparelho e não faça diversos acessos rápidos ao longo do dia.","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","No texto, as palavras “Entretanto” e “Assim como” estabelecem, respectivamente, uma
relação de",d,9° ano,SPAECE,Simulado 01 SPAECE ,oposição e comparação.,"['alternância e adição. ', 'causa e comparação.', 'oposição e adição.', 'oposição e comparação.']"
Caçadora de gigantes,"Bárbara Thorson é uma garota rebelde e solitária que prefere o mundo de calabouços e dragões ao mundo real. Ao passar por uma série de maus tratos na escola, seu comportamento muda e a vida que sempre imaginou se torna real. Logo ela se vê enfrentando seus medos da pior maneira e fica obcecada com o que acredita ser sua missão: matar gigantes. PAÍS DE ORIGEM: BÉLGICA/CHINA/EUA/GRÃ-BRETANHA/ ANO DE PRODUÇÃO: 2018 GÊNERO: DRAMA, FANTASÍA, SUSPENSE DURAÇÃO: 106 CENSURA: 10","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nesse texto, no trecho “...seu comportamento muda...” a palavra ""seu"" faz referência",a,9° ano,SPAECE,Simulado 01 SPAECE ,à Bárbara.,"['à Bárbara.', 'aos dragões.', 'aos gigantes.\r', 'aos maus tratos.']"
Ah… a praia!,"Minha fascinação por ela é uma imensidão [...]. E pensar que é formada na mais tranquila e paciente espera. Foram necessários milhões de anos para podermos desfrutar de algumas horas do dia; no meu caso, de um bom feriado. Largo meus afazeres e presto somente atenção nela. O vento que vem de lá traz-me uma felicidade que não encontro nesse lado de cá. Mesmo que seja por pouco tempo, faço tudo para que esse tempo seja necessário, não para que desfrute de tudo que ela ofereça, e sim para que eu sempre sinta vontade de visitá-la. Sua voz é tão linda que tem concha que teima a imitá-la. Repare como ela é completa. Sinto o quente da areia, o frio da maré que chega. Oferece-me comida. Nunca me canso de falar dos ensinamentos da natureza. Tudo que vale a pena deve ser cultivado na medida certa do tempo. O perfeito é criado sem muita pressa, tornando-se duradouro. Que assim seja meu amor por ela. Quente quando está perto, frio quando a saudade aperta. Alimentado por tudo que está dentro dela. E que surja no tempo certo, para que possamos desfrutar na medida certa por um tempo indefinido. Para que no final eu possa prestar somente atenção nela.","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nos trechos abaixo, qual das palavras destacadas refere-se à praia?",d,9° ano,SPAECE,Simulado 01 SPAECE ,“...eu possa prestar somente atenção nela.”,"['“Foram necessários milhões de anos...” ', '“Mesmo que seja por pouco tempo...” ', '“O perfeito é criado sem muita pressa, tornando-se duradouro...” ', '“...eu possa prestar somente atenção nela.”']"
Nova York proíbe venda de refrigerantes em copos grandes,"A prefeitura de Nova York proibiu [...] a venda de refrigerantes em copos com mais de 473 mililitros – equivalente a 16 onças, medida usada nos EUA – nas lanchonetes, restaurantes, estádios e salas de cinema, em uma tentativa de combater a obesidade. A Comissão de Saúde da prefeitura aprovou a proibição, que inclui todas as bebidas ricas em açúcar. Segundo o prefeito Michael Bloomberg, mais da metade dos adultos em Nova York (58%) é de obesos ou possui excesso de peso, e este problema também afeta 40% das crianças nas escolas públicas. O consumo de refrigerantes, geralmente mais baratos que a água mineral e cujos copos não são mais caros que os pequenos, é uma das causas identificadas do problema. [...] A iniciativa provocou críticas de moradores que a consideram uma intromissão exagerada do poder público em questões particulares. Representantes dos produtores de refrigerantes também se expressaram contrários. [...] “Ainda não é o fim”, afirmou em nota o grupo Nova-iorquinos pela Escolha das Bebidas, que é patrocinado pela indústria de refrigerantes. A associação reuniu mais de 250 mil assinaturas contra o projeto e considera mover um processo na justiça. “Continuaremos expressando nossa oposição a essa proibição e lutaremos pelo direito dos nova-iorquinos de tomar suas próprias decisões. E estaremos ao lado dos comerciantes que serão afetados por essas limitações arbitrárias”, dizia a nota, assinada por Eliot Hoff","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nesse texto, no trecho “...que serão afetados por essas limitações arbitrárias.” a palavra""que"" refere-se",d,9° ano,SPAECE,Simulado 01 SPAECE ,aos comerciantes.,"['à prefeitura de Nova York', 'às limitações arbitrárias.', 'ao poder público.\n', 'aos comerciantes.']"
-,"Em época de Natal, os pais enchem as lojas para atender os desejos dos filhos [...]. Esta cena não é comum somente no mês de dezembro. Os excessos quanto aos pedidos das crianças acontecem frequentemente, e isto se deve à forte influência que o consumo exerce sobre as crianças. Uma forma de lidar com esse aspecto é a orientação que os pais podem oferecer o quanto antes, esclarecendo que o importante é a personalidade do indivíduo, e não aquilo que ele consome. [...] Os shoppings possuem uma estrutura que fascina as crianças. As lojas de brinquedos, o parque, as cores e as luzes as atraem. O ser humano tem uma grande necessidade de aceitação, de pertencer a um grupo, e o ato de consumir seria uma forma de inserção social, ou seja, para vivenciar este sentimento de pertença, a criança “necessita” adquirir determinado brinquedo, certas marcas de tênis e roupas e até fazer alguns passeios que são interessantes para o seu grupo. Os pais e a escola podem ensinar a criança a consumir com consciência e responsabilidade. Considerando a qualidade do produto e as necessidades a fim de não desperdiçar e sim de economizar. Quando o pai é consumista, tem grande possibilidade de ter um filho também consumista. Se o pai é econômico, planeja e investe naquilo que é fundamental, consegue passar esses valores para o filho. [...]","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nesse texto, no trecho “...as cores e as luzes as atraem. ” o termo ""as"" faz referência",b,9° ano,SPAECE,Simulado 01 SPAECE ,às crianças.,"['às cores.', 'às crianças.', 'às lojas.', 'às luzes.']"
Alvinho,"O Alvinho encarava um batente que não era mole. Se virava mais que charuto em boca de bêbado por uma grana muito mixuruca, que mal dava pra ele escorar os repuxos. Coisa que não é mole, hoje em dia, com a vida custando os olhos da cara como anda. Muito nego se abilola. Principalmente se o pinta é casado e tem montes de filhos pra sustentar. Às vezes, entra em bobeira e sai falando sozinho. E esse era o lance do Alvinho. Cheio de bronca com a sinuca de bico em que estava, ficava pelos botecos cavernosos e biroscas escamosas fazendo o maior quás-quás-quás da paróquia: — Estou na piorada. Sei que estou. Mas um dia vira o jogo. Tem que virar. Do jeito que está não pode ser. Vê eu? Mino linha de frente, me atucanando nessa zorra encardida. Tá direito? Tá, não. Eu, Alvinho boa cuca, cheio de embaixada, perdido aqui nessa joça. Entregue às traças. A perigo perpétuo. Um dia tem que mudar. E como esse papo que ele engrenava não dizia nada a ninguém, o jeito era ele mesmo continuar charlando: — Nasci pra ser tratado a pão-de-ló. E, no entanto, estou só comendo capim pela raiz. Não dá pedal. Um dia me arrumo. Claro que era conversa de bêbado. Nem o mais loque dos ouvintes botava fé. [...]","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nesse texto, no trecho “E como esse papo que ele engrenava não dizia nada a ninguém...” o
termo ""ele"" substitui a palavra",a,9° ano,SPAECE,Simulado 01 SPAECE ,Alvinho.,"['Alvinho.', 'engrenava.', 'ninguém.', 'papo.']"
"Branca lembrança de uma infância
","Naquela época, o carreirinho que ia à igreja já estava branquinho de neve, como se tivesse chovido algodão sobre a mata ainda virgem. Os galhos dos pinheiros – até os mais fortes – quebravam devido ao peso da neve. Os barrancos ficavam todos cobertos por uma manta branca e suave, formando um verdadeiro escorregador. Fazíamos bonecos de neve com nariz de cenoura, braços de galhos secos e uma panela velha como chapéu. Foi a nossa maior diversão! Contrastando com a neve, estava o marrom carnado do pinhão no chão. Pinhão, tinha bastante! Por isso era pinhão no almoço, na janta... Como a comida era pouco diversificada, a gente dava graças quando tinha alguma coisa diferente. O pinhão dava um sabor a mais a nossas refeições! A gente sabia que o pinhão só dava no inverno, mas queria catar pinhão o ano todo. Ah, que saudades daquela época em que a gente fazia o sapecado! O pinhão quentinho e o chimarrão eram nossos tesouros, nossa tradição... [...]",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,O trecho abaixo que comprova que o narrador participa da história é:,c,9° ano,SPAECE,Simulado 01 SPAECE ,“Fazíamos bonecos de neve com nariz de cenoura...”,"['“Naquela época, o carreirinho que ia à igreja...”', '“Os barrancos ficavam todos cobertos...”', '“Fazíamos bonecos de neve com nariz de cenoura...”', '“Contrastando com a neve, estava o marrom carnado...”']"
O amigo-secreto,"A turma reuniu-se na sala enfeitada.  Martinha carregava um pacote enorme, cheio de laços, Suzana e Antônio conversavam animados. Mariana pediu para Juju começar a brincadeira. Cada um devia explicar antes por que escolhera o presente para seu amigo-secreto.  Quando Juju terminou de falar, um tênis, que mais parecia uma nave especial, foi parar nas mãos de Felipe. Este contou por que comprou o CD importado para o Luís. Que explicou por que escolheu a bermuda de surfista para o Bruno.  — Bruno, a turma gritou. — Agora é você!  Bruno pôs-se a falar:  Bom, pessoal, é o seguinte: na primeira semana de dezembro, já tarde da noite, lá em casa, ouvimos um grito de filme de terror. Todo mundo saltou da cama: “O que foi?”  Minha mãe apontou, soluçando: “A Ge-la-dei-ra! Ela que-brou!” [...] “Precisamos comprar uma nova imediatamente”.  “E o presente do amigo-secreto”, minha irmã lembrou mais que depressa.  “Bolem um presente criativo e que não custe nada”, falou meu pai.  — Foi aí que eu tive a ideia – continuou Bruno, abrindo a mochila e tirando de lá um pequeno pacote.  — Espero que meu amigo-secreto goste. Ele é o Rafa.  — Aí, Rafa! Vai lá! – gritou a turma.  Rafa começou a abrir o pacote. O silêncio era total.  — Não acredito que você guardou essa foto, cara! Que idade a gente tinha?  — Mostra! Mostra!  E a foto embrulhada de Bruno e de Rafa, quando tinham seis anos, foi passando de mão em mão. O maior sucesso.  — Puxa, Bruno. Só faltou uma coisa — Disse Rafa .  — O quê?  — Um abraço, cara. Gosto de você! Bom fim de ano!",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,O fato que desencadeou essa história foi,a,9° ano,SPAECE,Simulado 01 SPAECE ,Bruno ter que conseguir um presente criativo e barato para o amigo-secreto.,"['Bruno ter que conseguir um presente criativo e barato para o amigo-secreto.', 'Felipe ganhar um presente que mais parecia uma nave especial.', 'Martinha carregar um pacote enorme, cheio de laços.', 'Rafa abraçar e desejar um bom fim de ano ao seu amigo Bruno.']"
"A abelha gulosa
","A abelha era muito gulosa, de tal forma que passava o dia inteiro a beber o néctar das flores. Sua obrigação, como membro ativo da colmeia, era levar para a comunidade de abelhas o néctar necessário para o sustento diário de todas. Mas ela esquecia-se de tudo, tal era a obsessão de comer. — Abelhinha, não é correto o que você faz, disse-lhe uma de suas companheiras. Além de não cumprir a sua obrigação na colmeia, está prejudicando a si própria. Não vê, por acaso, como está ficando gorda? A abelha fazia-se de surda aos conselhos desse tipo e continuava no seu come-come. Engordou tanto, que aconteceu uma tragédia. A abelhinha regressou à colmeia, ao anoitecer. Tentou passar pela porta, mas não conseguiu. Estava gordíssima! Suas companheiras tentaram ajudá-la, mas foi tudo inútil e a abelhinha glutona teve que ficar lá fora, sujeita às intempéries. Na manhã seguinte, suas companheiras encontraram-na congelada. Não tinha conseguido resistir ao intenso frio da noite",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,"No desfecho dessa narrativa, a abelha",a,9° ano,SPAECE,Simulado 01 SPAECE ,acaba morrendo congelada.,"['acaba morrendo congelada.', 'consegue ficar curada da gula. ', 'continua sendo muito gulosa.\r', 'ouve o conselho das companheiras.\r']"
A Cidade dos Resmungos,"Era uma vez um lugar chamado Cidade dos Resmungos, onde todos resmungavam, resmungavam, resmungavam. No verão, resmungavam que estava muito quente. No inverno, que estava muito frio. Quando chovia, as crianças choramingavam porque não podiam sair. Quando fazia sol, reclamavam que não tinham o que fazer. Os vizinhos queixavam-se uns dos outros, os pais queixavam-se dos filhos, os irmãos das irmãs. Todos tinham um problema, e todos reclamavam que alguém deveria fazer alguma coisa. Um dia chegou à cidade um mascate carregando um enorme cesto às costas. Ao perceber toda aquela inquietação e choradeira, pôs o cesto no chão e gritou: — Ó cidadãos deste belo lugar! Os campos estão abarrotados de trigo, os pomares carregados de frutas. As cordilheiras são cobertas de florestas espessas, e os vales banhados por rios profundos. Jamais vi um lugar abençoado por tantas conveniências e tamanha abundância. Por que tanta insatisfação? Aproximem-se, e eu lhes mostrarei o caminho para a felicidade. [...] ele puxou uma corda comprida do cesto e a esticou entre dois postes na praça da cidade. Então, segurando o cesto diante de si, gritou: — Povo desta cidade! Aqueles que estiverem insatisfeitos escrevam seus problemas num pedaço de papel e ponham dentro deste cesto. Trocarei seus problemas por felicidade! A multidão se aglomerou ao seu redor. Ninguém hesitou diante da chance de se livrar dos problemas. Todo homem, mulher e criança da vila rabiscou sua queixa num pedaço de papel e jogou no cesto. Eles observaram o mascate pegar cada problema e pendurá-lo na corda. [...] Então ele disse: — Agora cada um de vocês deve retirar desta linha mágica o menor problema que puder encontrar. Todos correram para examinar os problemas. Procuraram, manusearam os pedaços de papel e ponderaram, cada qual tentando escolher o menor problema. Depois de algum tempo a corda estava vazia. Eis que cada um segurava o mesmíssimo problema que havia colocado no cesto. Cada pessoa havia escolhido o seu próprio problema, julgando ser ele o menor da corda. Daí por diante, o povo daquela cidade deixou de resmungar o tempo todo. E sempre que alguém sentia o desejo de resmungar ou reclamar, pensava no mascate e na sua corda mágica.",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,O fato que deu início a essa narrativa foi ,b,9° ano,SPAECE,Simulado 01 SPAECE ,as pessoas reclamarem o tempo todo.,"['as pessoas escreverem no papel seus problemas e pôr no cesto.', 'as pessoas reclamarem o tempo todo.', 'o mascate resolver todos os problemas das pessoas.', 'o povo da cidade dos resmungos parar de reclamar.']"
Acidente na escola,"Um menino de nove anos estava sentado na sua carteira. De repente, uma poça entre seus pés e a parte dianteira de sua calça molhada. Não sabia como isso tinha acontecido e achava que seu coração ia parar. Nunca tinha passado por nada semelhante. Quando descobrirem, os meninos nunca o deixarão em paz, e as meninas nunca mais vão falar com ele. Com o coração batendo forte, o menino abaixou a cabeça e rezou: — Querido Deus, isto é uma emergência! Eu necessito de ajuda, agora! Mais cinco minutos e serei um menino morto. Quando levantou os olhos, viu a professora chegando com um olhar que dizia que ele tinha sido descoberto. Enquanto a professora caminhava na sua direção, uma coleguinha, chamada Susie, passou na sua frente carregando um aquário cheio de água. Susie tropeçou na frente da professora e despejou, inexplicavelmente, toda a água no colo do menino. O menino fingiu ficar com raiva, mas, ao mesmo tempo, lá no fundo de seu coração, exclamou: — Obrigado, Senhor! De repente, em vez de ser motivo de ridículo e gozações, o menino virou centro da compaixão e das atenções de toda a turma. A professora levou-o apressadamente, para trocar de roupa e colocar a calça a secar. Todas as outras crianças, espontaneamente, se puseram a limpar o chão e a carteira do menino. Mas, o ridículo e as gozações caíram sobre a coitada Susie. Ela também tentou ajudar, mas as crianças a afastaram: — Olha o que você fez! Você é uma desajeitada! Finalmente, no fim das aulas, enquanto estavam esperando a chegada de seus pais, o menino viu Susie, aproximou-se dela, e cochichou no seu ouvido: — Você fez aquilo de propósito, não foi? Susie, também cochichando, e com um sorriso, confessou: — Eu também molhei minha calça uma vez",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,O clímax dessa narrativa acontece quando,d,9° ano,SPAECE,Simulado 01 SPAECE ,Susie derrama a água do aquário no colo do menino,"['o menino finge estar com raiva por Susie derramar água nele.', 'o menino vira o centro das atenções da turma.', 'Susie confessa que também molhou a calça uma vez', 'Susie derrama a água do aquário no colo do menino']"
Epitáfio,Devia ter amado mais Ter chorado mais Ter visto o sol nascer Devia ter arriscado mais [...] Ter feito o que eu queria fazer Queria ter aceitado As pessoas como elas são [...] O acaso vai me proteger Enquanto eu andar distraído [...] Devia ter complicado menos Trabalhado menos Ter visto o sol se pôr Devia ter me importado menos Com problemas pequenos Ter morrido de amor Queria ter aceitado A vida como ela é A cada um cabe alegrias E a tristeza que vier,D10 - Identificar o propósito comunicativo em diferentes gêneros.,"Nesse texto, há uma ideia de exagero nos versos:",c,9° ano,SPAECE,Simulado 01 SPAECE ,“Ter morrido de amor” ,"['“Devia ter amado mais” ', '“Ter visto o sol se pôr”', '“Ter morrido de amor” ', '“A cada um cabe alegrias”']"
