titulo_do_texto,texto,descritor,comando,resposta_item,ano,tipo,origem,resposta,opcoes
Fóssil de nova espécie de dinossauro é encontrado no Paraná,"O Museu Nacional, ligado à UFRJ (Universidade Federal do Rio de Janeiro), anunciou nesta quinta-feira (18) a descoberta de uma nova espécie de dinossauro que viveu no Brasil entre 70 milhões e 80 milhões de anos atrás. Os pesquisadores encontraram o fóssil do dinossauro em escavações na zona rural da cidade de Cruzeiro do Oeste (PR), perto da divisa com o Mato Grosso do Sul. A espécie recebeu o nome de Berthasaura leopoldinae. De acordo com a instituição, o fóssil descoberto é o mais completo de um dinossauro do período Cretáceo (situado entre 145 milhões e 65 milhões de anos atrás) já achado no Brasil. Além de estar quase inteiramente preservado, ele surpreendeu os paleontólogos por suas características raras – é, por exemplo, o primeiro dinossauro edêntulo (sem dentes) descoberto na América do Sul. [...] “Bertha”, apelido que a espécie ganhou, é um terópode [...]. A espécie tinha cerca de um metro de comprimento até a cauda e chegava a 80 centímetros de altura. [...] O nome escolhido pelos pesquisadores é uma tripla homenagem. Faz referência à pesquisadora brasileira Bertha (1894-1976), que foi bióloga do Museu Nacional [...], à imperatriz Maria Leopoldina (1797–1826), que incentivou as ciências da natureza no Brasil, e à escola de samba Imperatriz Leopoldinense, cujo enredo [...] homenageou o Museu Nacional. O diretor da instituição, Alexandre Kellner, explicou [...] porque a descoberta do novo dinossauro impressionou os paleontólogos. “Tínhamos o Limussaurus, na China, onde formas jovens dessa espécie têm dentes, que são perdidos quando atingem a forma adulta. Mas, agora, temos um animal totalmente diferente, que provavelmente nunca teve dente”, disse. “Se alguém me dissesse que iríamos encontrar um terópode sem dente, e no Brasil, eu não acreditaria. Essas formas são encontradas na Ásia, algumas nos EUA. De forma geral, é uma surpresa.”","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","No texto, no trecho “...onde formas jovens dessa espécie têm dentes...” o termo ""onde"" foi usado para",c,9° ano,SPACE,Avaliação paraná,indicar finalidade.,"['apontar uma consequência.', 'demonstrar proporção.', 'indicar finalidade.', 'marcar um lugar.']"
Muros: ambientes de aprendizagem,"Muros que falam! Os grafites chamam atenção nas paredes e muros da cidade. Por detrás de cada traço, há uma história a ser contada, tem uma estética. [...] Muito do que nós somos, independentemente de fatores genéticos, é resultado do contato que temos com o meio em que vivemos [...]. O ambiente agradável também é um fator importante para o reforço da autoestima do estudante, do professor e da comunidade escolar. [...] Nesse contexto, passamos a recuperar a estética dos muros das unidades educativas, tornando o visual mais agradável. Precisamos de ambientes que possuam sinergia própria, condição para o bom funcionamento da educação. [...] É o mix das relações estudante-professor, bem como de todos com os tipos de aprendizagem propostos e tudo aquilo que se aproveita da funcionalidade espacial para criar um ambiente propício para a troca de conhecimento. [...] A grafitagem abrirá um diálogo com a comunidade, em que o conhecimento ultrapassará os limites do paredão frio [...]. Os muros serão painéis para a recepção, emissão e difusão de vários registros pictóricos que impactarão na comunidade.","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","Nesse texto, no trecho “... é um fator importante para o reforço...” a palavra ""para"" foi usada para",a,9° ano,SPACE,Avaliação paraná,apontar finalidade.,"['apontar finalidade.', 'expressar causa.', 'marcar tempo.', 'sugerir condição.']"
Resenhas – O Pequeno Príncipe,"[...] Que livro fantástico! Ele atende todos os públicos, ensina lições para qualquer idade e sua linguagem fácil colabora para isso. Ser criança é ver a vida de forma mais colorida, é sonhar e ter esperança de que irá realizar. É ter as brincadeiras e a imaginação como as grandes atividades do dia. Bem se fala que devemos ter a pureza e o coração de uma criança, pois elas veem além do superficial. Por isso, deixar que a nossa criança interior viva é nos permitir olhar além do que vemos. Permita-se apreciar os prazeres da vida e a desfrutar dos momentos que vivencia, assim, você perceberá que o essencial é invisível aos olhos, porque o que é bom é visto pelo coração. Cativa as relações adquiridas ao longo da caminhada e não se esqueça: todo adulto já foi uma criança cheia de sonhos. Você já realizou os seus?","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","Nesse texto, no trecho “... é sonhar e ter esperança de que irá realizar.”, o termo ""e"" foi utilizado para",b,9° ano,SPACE,Avaliação paraná,expressar adição.,"['apontar oposição.', 'expressar adição.', 'indicar alternância.', 'sugerir explicação.']"
Sonda da Nasa pousa em Marte com sucesso para missão em “antigo lago”,"Na tarde desta quinta-feira, às 17h55 (horário de Brasília), a sonda Perseverance aterrissou em Marte após realizar com sucesso os “sete minutos de terror”, momento mais crítico de toda a viagem que começou em julho de 2020. É durante esse curto espaço de tempo que a NASA perde o sinal da sonda, que inicia sua entrada e descida na atmosfera do planeta vermelho, realizando manobras bastante complicadas. Para pousar com segurança na paisagem acidentada do planeta, foi utilizada a tecnologia de Navegação Relativa ao Terreno, uma das mais modernas e pela primeira vez em ação, com um sistema de piloto automático. Agora, a Perseverance vai explorar a atmosfera e o solo de Marte, coletando inclusive amostras de rochas para análises posteriores, pelo período de um ano marciano, ou seja, 687 dias terrestres. O prazo pode variar para mais ou para menos. O pouso aconteceu na cratera de Jezero, que tem cerca de 45 km de diâmetro [...]. Mas o Perseverance não está sozinho! Ainda em operação no planeta vermelho temos o robô Curiosity, que pousou na cratera de Gale em 2012, também tentando encontrar sinais de vida passada em Marte. [...]","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","Nesse texto, no trecho “O prazo pode variar para mais ou para menos.”, o termo ""ou"" foi utilizado para",b,9° ano,SPACE,Avaliação paraná,indicar alternância.,"['demarcar adição.', 'indicar alternância.', 'marcar explicação.', 'sugerir oposição.']"
Pode tocar à vontade,"A mistura do olhar treinado de designer com o olhar de criança curiosa fez com que Juliana Gatti se perguntasse: “Por que eu não sei que planta é essa da esquina de casa?” A resposta veio em forma de um interessante projeto, o Árvores Vivas. Junto com uma equipe, que inclui biólogos e paisagistas, Juliana bate perna pelos parques de São Paulo ensinando botânica de um jeito pouco convencional. As nomenclaturas ficam em segundo plano e o que vale é a sensação de “experimentar” as plantas por meio do toque.” Não é essencial saber o nome da espécie. Isso está disponível nos livros. É só sentindo a textura da folha do manacá que você vai lembrar o que é a folha do manacá”, justifica Juliana, que faz um mapeamento das árvores do parque antes dos passeios. Além de sua experiência pessoal e da ajuda da equipe, leva a tiracolo sua “caixa mágica” – como apelidou seu acervo com cerca de 100 diferentes espécies. Atualmente, só podem participar do Árvores Vivas empresas e escolas, mas a ideia é abrir inscrições para grupos independentes até o final do ano.","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","No trecho “Além de sua experiência pessoal...” a expressão ""Além de "" introduz uma ideia de",d,9° ano,SPACE,Avaliação paraná,adição.,"['oposição.', 'explicação.', 'alternância.', 'adição.']"
A vizinha antipática que sabia matemática ,"[...] Parecia uma sexta-feira como outra qualquer quando um caminhão de mudança parou em frente ao número 134 da minha rua, o sobrado geminado com o que eu moro. O pessoal da mudança descarregou uns móveis pesadões, uma escrivaninha irada, cheia de gavetinhas, parecida com a do meu avô. Do meu jardim, fiquei de olho em tudo. Quando o pessoal terminou de descarregar os móveis da casa, começou a tirar do caminhão umas caixas, milhares de caixas... Talvez centenas... Bem, umas dez caixas eu garanto que tinha. Aí apareceu uma senhora com cara de avó. Mas não vi nenhum neto. Uma mulher nem alta nem baixa e com os cabelos nem curtos nem compridos. Ela pagou aos homens da mudança e, quando ia entrando em casa, me viu. Não sei por que, mas me deu um frio na barriga, igual ao que tinha antes das aulas de matemática. A mulher me olhou, de baixo pra cima e de cima pra baixo, [...] entrou na casa e fechou a porta. [...] Ela podia ter dito alguma coisa do tipo: “Oi, você mora aí?”. Ou: “Oi, eu sou sua nova vizinha”. Mas nada. Fez que nem me viu [...]. Vizinha antipática! [...].","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","Nesse texto, no trecho “Quando o pessoal terminou de descarregar os móveis...” o termo ""Quando"" produz o sentido de",b,9° ano,SPACE,Avaliação paraná,destacar adição.,"['apontar causa.', 'destacar adição.', 'indicar tempo.', 'marcar oposição.']"
"Poderes à prova
","Entre maio e agosto, muitos filmes são lançados nos cinemas norte-americanos, e consequentemente, no Brasil. [...] E tal como nos últimos anos, entre os principais sucessos estão os filmes de super-heróis. Vingadores, Homem de Ferro, Homem-Aranha, Batman, Superman, Capitão América e outros ganham destaque nas telas de cinema, talvez pelo apelo que esses personagens têm em diversas faixas etárias. [...] O mais famoso dos super-heróis é o Superman, que surgiu em 1938, em uma história em quadrinhos. Por ter nascido em um planeta diferente (Kripton), com uma gravidade muito maior do que a da Terra [...], apresenta características especiais. Os superpoderes do Superman são realmente fantásticos. Ele pode voar em altíssimas velocidades (algumas vezes até mais rápido do que a luz) e tem superforça, supervisão, superaudição, visão de calor e de raios X. Será que tais poderes seriam possíveis na vida real? Infelizmente, do ponto de vista da física, as habilidades do Superman são impossíveis. Por exemplo, seu voo acontece sem que nada o impulsione. Todos os movimentos decorrem da ação de uma única força. Para um avião a jato voar, por exemplo, ele usa turbinas que sugam o ar e, em seguida, o expele com grande força, para que ocorra uma reação, igual e contrária [...] que o impulsiona para frente. [...]","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nesse texto, no trecho “Ele pode voar em altíssimas velocidades...” o termo ""Ele"" refere-se a",d,9° ano,SPACE,Avaliação paraná,Superman.,"['Batman', 'Capitão América.', 'Homem de Ferro.', 'Superman.']"
Pode tocar à vontade,"A mistura do olhar treinado de designer com o olhar de criança curiosa fez com que Juliana Gatti se perguntasse: “Por que eu não sei que planta é essa da esquina de casa?” A resposta veio em forma de um interessante projeto, o Árvores Vivas. Junto com uma equipe, que inclui biólogos e paisagistas, Juliana bate perna pelos parques de São Paulo ensinando botânica de um jeito pouco convencional. As nomenclaturas ficam em segundo plano e o que vale é a sensação de “experimentar” as plantas por meio do toque.” Não é essencial saber o nome da espécie. Isso está disponível nos livros. É só sentindo a textura da folha do manacá que você vai lembrar o que é a folha do manacá”, justifica Juliana, que faz um mapeamento das árvores do parque antes dos passeios. Além de sua experiência pessoal e da ajuda da equipe, leva a tiracolo sua “caixa mágica” – como apelidou seu acervo com cerca de 100 diferentes espécies. Atualmente, só podem participar do Árvores Vivas empresas e escolas, mas a ideia é abrir inscrições para grupos independentes até o final do ano.","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","No trecho “Isso está disponível nos livros.” o termo ""isso"" refere-se a",b,9° ano,SPACE,Avaliação paraná,nome da espécie.,"['mapeamento das árvores.', 'nome da espécie.', 'projeto Árvores Vivas.', 'textura da folha.']"
ABC,"Quando a gente aprende a ler, as letras, nos livros, são grandes. Nas cartilhas – pelo menos nas cartilhas do meu tempo – as letras eram enormes. Lá estava o A, como uma grande tenda. O B, com seu grande busto e sua barriga ainda maior. O C, sempre pronto a morder a letra seguinte com a sua grande boca. O D, com seu ar próspero de grão-senhor. Etc. Até o Z, que sempre me parecia estar olhando para trás. Talvez porque não se convencesse que era a última letra do alfabeto e quisesse certificar-se de que atrás não vinha mais nenhuma. As letras eram grandes, claro, para que decorássemos a sua forma. Mas não precisavam ser tão grandes. Que eu me lembre, minha visão na época era perfeita. Nunca mais foi tão boa. E no entanto os livros infantis eram impressos com letras graúdas e entrelinhas generosas. E as palavras eram curtas. Para não cansar a vista. À medida que a gente ia crescendo, as letras iam diminuindo. E as palavras, aumentando. Quando não se tem mais uma visão de criança é que se começa, por exemplo, a ler jornal, com seus tipos miúdos e linhas apertadas que requerem uma visão de criança. Na época em que começamos a prestar atenção em coisas como notas de pé de página, bulas de remédio e subcláusulas de contrato, já não temos mais metade da visão perfeita que tínhamos na infância [...]. Chegamos à idade de ler grossos volumes em corpo 1 6 quando só temos olhos para as letras gigantescas, coloridas e cercadas de muito branco, dos livros infantis. Quanto mais cansada a vista, mais exigem dela. Alguns recorrem à lente de aumento para seccionar as grandes palavras em manejáveis monossílabos infantis. [...] O E, que sempre parecia querer distância das outras. O R! Todas as letras tinham pé, mas o R era o único que chutava. O V, que aparecia em várias formas: refletido na água (o X), de muletas (o M), com o irmão siamês (o W). O Q, que era um O com a língua de fora. De tanto ler palavras, nunca mais reparamos nas letras. E de tanto ler frases, nunca mais notamos as palavras, com todo o seu mistério. Por exemplo: pode haver palavra mais estranha do que “esdrúxulo”? É uma palavra, sei lá. Esdrúxula. [...] As cartilhas, com sua alegre simplicidade, serviam para dissimular os terrores que a língua nos reservava. Como “esdrúxulo”. Para não falar em “autóctone”. Ou, meu Deus, em “seborreia”! Na verdade, acho que as crianças deviam aprender a ler nos livros do Hegel e em longos tratados de metafísica. Só elas têm a visão adequada à densidade do texto, o gosto pela abstração e tempo disponível para lidar com o infinito. E na velhice, com a sabedoria acumulada numa vida de leituras, com as letras ficando progressivamente maiores à medida que nossos olhos se cansavam, estaríamos então prontos para enfrentar o conceito básico de que vovô vê a uva, e viva o vovô. [...]","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","No trecho “... mais exigem dela.” a palavra ""dela"" substitui",c,9° ano,SPACE,Avaliação paraná,vista.,"['infância.', 'idade.', 'vista.', 'lente.']"
O roubo da árvore,"Era um homem tímido [...] – mas não triste, de jeito algum. E tinha fascínio pelo Natal. [...] Adorava as festas de fim de ano. Vivia só num apartamento antigo, cercado de prédios modernos que tinham crescido em torno como cogumelos, mas da janela da sala tinha a visão de um bom pedaço do espelho d’água da Lagoa. E o melhor pedaço de todos – pois era bem ali que a prefeitura armava a árvore de Natal. Quando chegava novembro, ele – que já passava dos 60 – acompanhava a construção da árvore com uma excitação infantil. A imensa estrutura metálica levava semanas sendo armada e, depois de pronta, era deslocada até o meio da Lagoa, felizmente ainda dentro de seu campo de visão. [...] No dia marcado, acordou cedo e foi espiar para ver se a árvore já fora rebocada até seu lugar definitivo. E então percebeu, com um choque, que ela havia desaparecido. Encostouse ao parapeito da janela, os olhos varrendo o espelho d’água em busca de uma explicação, algum sinal. Nada. O que teria acontecido? Após algum tempo, concluiu: com certeza este ano tinham decidido colocá-la um pouco mais para lá, perto do Cantagalo, onde ele ouvira dizer que fora montado um palco, para um show. Se fosse isso, não haveria jeito. Teria de se conformar. [...] Torceu as mãos, ainda guardando a esperança de que, na hora da cerimônia, a árvore estivesse de volta ao espaço onde sempre ficara. Mas, à noite, foi com os olhos úmidos que ouviu o espoucar dos primeiros fogos da festa. Por cima dos edifícios altos, lá pelas bandas do Cantagalo, viu os clarões dos fogos de artifício – apenas os clarões, mais nada. Àquela altura, sua árvore já devia estar toda iluminada, cintilando no meio da Lagoa – mas para outros olhos, pensou. [...] No dia seguinte, evitou ir à janela. Andejou pela casa o dia inteiro, sem muito o que fazer, pois era domingo. Remexeu em papéis velhos, leu um pouco, ouviu música, mas preferiu não assistir ao noticiário da televisão. Já era de noitinha quando ouviu um barulhinho de chuva e, quase sem perceber, foi até a janela espiar. Seus olhos [...] então ficaram úmidos, como a noite lá fora.  No meio da Lagoa, brilhando por entre as gotas de chuva, lá estava ela. Sua árvore de volta",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,"Nesse texto, o desfecho da história ocorre quando o homem",d,9° ano,SPACE,Avaliação paraná,vê pela janela que a árvore estava no meio da Lagoa.,"['acorda cedo para espiar se a árvore foi rebocada.', 'ouve os fogos de artifício perto do Cantagalo.', 'percebe que a árvore havia desaparecido.', 'vê pela janela que a árvore estava no meio da Lagoa.']"
Traços traçados,"Era uma vez um traço. E era uma outra vez outro traço. Os dois foram traçados por um menino que gostava muito de desenhar trecos com muitas tramas. A transação dos traços deu uma trança. E essa trança, trançada com outros tantos traços, deu ‘trocentos’ troços traçados! “Trocentos troços traçados fazem muitas trocas”, ele pensou, já tonto com tantos tês e ‘trs’. Então, no meio de tantos traços e tantas letras, sem travas nem trapaças, o menino fez uma descoberta transcendental! Foi assim, entre traços entrelaçados e letras tresloucadas, que ele descobriu que é assim que se fazem... Os livros.",D11 - Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,Qual é o trecho que mostra o momento em que essa história acontece?,a,9° ano,SPACE,Avaliação paraná,“Era uma vez um traço.”.,"['“Era uma vez um traço.”.', '“E essa trança, trançada...”.', '“... deu ‘trocentos’ troços traçados!”.', '“... é assim que se fazem... Os livros.”.']"
"Aparelho nos dentes, antes motivo de piada, agora é moda
","Sorriso metálico virou moda. Aparelhos para os dentes têm borrachas coloridas e em forma de bichos, são feitos com material que brilha no escuro e “glitter”. Com tanta novidade para atrair crianças, ferros na boca não são mais motivo de piada, como eram há pouco tempo. Além de acessórios fashion (da moda), o aumento do uso fez com que os aparelhos não parecessem estranhos. Antes, eles não eram tão comuns. O tratamento era mais caro e acreditava-se que era preciso esperar os dentes permanentes para usá-los. Essa ideia mudou. “Os dentes são como planta. Quando nasce torta, é mais fácil corrigir antes que cresça”, diz Inês Verginia Zampieri Bof, especialista em ortodontia (correção dos dentes) infantil. O Brasil começou a produzir aparelhos, o que os tornou mais baratos (antes, vinham de outros países).[...]",D07 - Diferenciar a informação principal das secundárias em um texto.,A informação principal desse texto é,a,9° ano,SPACE,Avaliação paraná,“Sorriso metálico virou moda.”. ,"['“Sorriso metálico virou moda.”. ', '“Antes, eles não eram tão comuns.”.', '“O tratamento era mais caro...”.', '“O Brasil começou a produzir aparelhos,...”']"
Férias e excesso de jogos eletrônicos,"As férias estão aí [...]. Alguns planejam viajar, outros preferem simplesmente descansar. Mas uma coisa é certa: jogos eletrônicos em geral estão cada vez mais presentes na rotina dos jovens. Em primeiro lugar, devemos lembrar que jogos em geral são muito importantes no desenvolvimento dos adolescentes [...] “O jogo é uma espécie de brincadeira compartilhada além de ser uma forma de diversão” [...], diz Fernanda Canavêz, psicóloga. De nada adianta proibi-lo de jogar e não oferecer nenhuma alternativa em troca. “É importante que o adolescente tenha outras opções de lazer, para diversificar a maneira como utiliza o seu tempo livre, além da possibilidade de conviver com seus amigos e familiares”. [...] Procure opções esportivas e culturais na sua cidade, geralmente as ofertas aumentam nesse período. Use a criatividade.",D07 - Diferenciar a informação principal das secundárias em um texto.,A parte principal do texto está marcada no trecho,c,9° ano,SPACE,Avaliação paraná,"“‘É importante que o adolescente tenha outras opções de lazer, para diversificar a maneira como utiliza o seu tempo livre,...’”.","['“Alguns planejam viajar,...”', '“‘O jogo é uma espécie de brincadeira compartilhada, além de ser uma forma de diversão’ [...], diz Fernanda Canavêz, psicóloga.”.', '“‘É importante que o adolescente tenha outras opções de lazer, para diversificar a maneira como utiliza o seu tempo livre,...’”.', '“Use a criatividade.”']"
A vizinha antipática que sabia matemática ,"[...] Parecia uma sexta-feira como outra qualquer quando um caminhão de mudança parou em frente ao número 134 da minha rua, o sobrado geminado com o que eu moro. O pessoal da mudança descarregou uns móveis pesadões, uma escrivaninha irada, cheia de gavetinhas, parecida com a do meu avô. Do meu jardim, fiquei de olho em tudo. Quando o pessoal terminou de descarregar os móveis da casa, começou a tirar do caminhão umas caixas, milhares de caixas... Talvez centenas... Bem, umas dez caixas eu garanto que tinha. Aí apareceu uma senhora com cara de avó. Mas não vi nenhum neto. Uma mulher nem alta nem baixa e com os cabelos nem curtos nem compridos. Ela pagou aos homens da mudança e, quando ia entrando em casa, me viu. Não sei por que, mas me deu um frio na barriga, igual ao que tinha antes das aulas de matemática. A mulher me olhou, de baixo pra cima e de cima pra baixo, [...] entrou na casa e fechou a porta. [...] Ela podia ter dito alguma coisa do tipo: “Oi, você mora aí?”. Ou: “Oi, eu sou sua nova vizinha”. Mas nada. Fez que nem me viu [...]. Vizinha antipática! [...].",D06 - Distinguir fato de opinião relativa ao fato.,"Nesse texto, há uma opinião em",d,9° ano,SPACE,Avaliação paraná,“Vizinha antipática!”.,"['“Aí apareceu uma senhora...”.', '“Mas não vi nenhum neto.”.', '“Ela pagou aos homens da mudança...”', '“Vizinha antipática!”.']"
Resenhas – O Pequeno Príncipe,"[...] Que livro fantástico! Ele atende todos os públicos, ensina lições para qualquer idade e sua linguagem fácil colabora para isso. Ser criança é ver a vida de forma mais colorida, é sonhar e ter esperança de que irá realizar. É ter as brincadeiras e a imaginação como as grandes atividades do dia. Bem se fala que devemos ter a pureza e o coração de uma criança, pois elas veem além do superficial. Por isso, deixar que a nossa criança interior viva é nos permitir olhar além do que vemos. Permita-se apreciar os prazeres da vida e a desfrutar dos momentos que vivencia, assim, você perceberá que o essencial é invisível aos olhos, porque o que é bom é visto pelo coração. Cativa as relações adquiridas ao longo da caminhada e não se esqueça: todo adulto já foi uma criança cheia de sonhos. Você já realizou os seus?",D06 - Distinguir fato de opinião relativa ao fato.,"Nesse texto, há uma opinião em",a,9° ano,SPACE,Avaliação paraná,“Que livro fantástico!”,"['“Que livro fantástico!”', '""Ele atende todos os públicos...”', '“Cativa as relações adquiridas...”.', '“Você já realizou os seus?”.']"
O amanhã dos livros,"Sou um “livrólatra”. [...] Começo um, devoro e parto para outros. Não posso evitar. Devo admitir que o momento de pós-leitura é melhor do que a leitura em si, pois passo a diagnosticar os motivos pelos quais o enredo chegou ao clímax. Assim posto, meu gostar de livros é condicionado: jamais cederei à literatura digital. Durante a semana observei, dentro de um ônibus, alguns jovens usando aparelhos de e-books. Sem temer olhares paralelos, eles liam arquivos que outrora eram impressos e colocados com orgulho na estante. Parei para pensar. Será que os livros eletrônicos vão acabar com o bom e velho livro [...]? Desde Gutenberg, fundador da prensa gráfica – que permitiu a propagação de um imenso universo literário – o homem deu asas à criação. A comunicação escrita, restrita então às classes dominantes, viu na impressão uma expansão por todos os cantos da Europa e do mundo. E tal evolução permanece em constante movimento, pois os impressos, tidos como grande referência de conhecimento, tiveram de se adaptar às novas tendências, ganhando outros formatos e se propagando pelo meio digital. E-books, desse modo, são a prensa gráfica do século XXI. [...] Jamais se pode condenar a tecnologia, pois ela surge para nos auxiliar. A inovação sempre será uma opção. Você pode utilizá-la ou não. [...] Um livro digital pode ser carregado em um mínimo pen drive. Mais do que isso, dentro de leitores digitais é possível armazenar milhares de títulos e explorar universos que vão muito além da tela [...]. Os impressos, entretanto, são cult e carregam as memórias de um passado brilhante. Observar suas capas, escolher entre um e outro num jogo de encontros e desencontros são fatores diferenciais para leitores assíduos como eu. Um caso de amor, diga-se de passagem, para a vida inteira.",D06 - Distinguir fato de opinião relativa ao fato.,"Nesse texto, há marca de opinião no trecho",d,9° ano,SPACE,Avaliação paraná,"“Os impressos, entretanto, são cult e carregam as memórias de um passado brilhante.”.","['“Durante a semana observei, dentro de um ônibus, alguns jovens usando aparelhos de e-books.”.', '“A comunicação escrita, restrita então às classes dominantes, viu na impressão uma expansão...”', '“Mais do que isso, dentro de leitores digitais é possível armazenar milhares de títulos...”.', '“Os impressos, entretanto, são cult e carregam as memórias de um passado brilhante.”.']"
"Computador não faz com que se leia menos’, diz Ruth Rocha; leia entrevista","Há 45 anos, em setembro de 1969, Ruth Machado Lousada Rocha teclava uma máquina de escrever trancada no quarto. Acostumada a criar textos para adultos, ela tentava terminar a sua primeira história infantil, para a revista “Recreio”. Só abriu a porta quando finalizou o conto “Romeu e Julieta”, sobre duas borboletas de cores diferentes. Como uma lagarta que sai do casulo, “nascia” ali também a escritora Ruth Rocha. [...] Folhinha ─ A infância mudou nesses 45 anos? Ruth Rocha ─ As crianças são muito parecidas. Por isso, livros infantis mais antigos e contos de fadas ainda encantam gente do mundo todo. Mas hoje tem o computador e outras tecnologias. O problema não é o computador ou a TV, é o uso excessivo deles. Tem criança que fica o dia inteiro com as telinhas ligadas. Não pode. É preciso ter hora para brincar, estudar, sair, comer e, claro, também para o computador e a TV. Tem que ter disciplina. [...] Usar o computador faz com que as crianças leiam menos? Não acho. Nunca se vendeu ou produziu tanto livro. Na minha época, não tínhamos opções, meus colegas não conversavam sobre literatura [...]. Conhecíamos só as histórias do Monteiro Lobato. Hoje há mais opções. [...] A sra. lia muito quando era criança? Muito. Quando eu tinha 13 anos, decidi ler todos os livros de uma biblioteca circulante que ficava na avenida São Luís. Claro que não consegui. Mas acho que li a biblioteca inteira do colégio Rio Branco, onde estudei e trabalhei. E ouvia muitas histórias também? Meu avô era um grande contador de histórias. Era um velhinho engraçado que adorava contar contos de folclore, dos irmãos Grimm, fábulas, histórias das “Mil e Uma Noites”. [...]",D06 - Distinguir fato de opinião relativa ao fato.,"Nesse texto, há um fato no trecho",b,9° ano,SPACE,Avaliação paraná,“Conhecíamos só as histórias do Monteiro Lobato.”.,"['“... contos de fadas ainda encantam gente do mundo todo.”', '“Conhecíamos só as histórias do Monteiro Lobato.”.', ' “... acho que li a biblioteca inteira do colégio Rio Branco...”', '“Era um velhinho engraçado que adorava contar contos de folclore,...”.']"
O roubo da árvore,"Era um homem tímido [...] – mas não triste, de jeito algum. E tinha fascínio pelo Natal. [...] Adorava as festas de fim de ano. Vivia só num apartamento antigo, cercado de prédios modernos que tinham crescido em torno como cogumelos, mas da janela da sala tinha a visão de um bom pedaço do espelho d’água da Lagoa. E o melhor pedaço de todos – pois era bem ali que a prefeitura armava a árvore de Natal. Quando chegava novembro, ele – que já passava dos 60 – acompanhava a construção da árvore com uma excitação infantil. A imensa estrutura metálica levava semanas sendo armada e, depois de pronta, era deslocada até o meio da Lagoa, felizmente ainda dentro de seu campo de visão. [...] No dia marcado, acordou cedo e foi espiar para ver se a árvore já fora rebocada até seu lugar definitivo. E então percebeu, com um choque, que ela havia desaparecido. Encostouse ao parapeito da janela, os olhos varrendo o espelho d’água em busca de uma explicação, algum sinal. Nada. O que teria acontecido? Após algum tempo, concluiu: com certeza este ano tinham decidido colocá-la um pouco mais para lá, perto do Cantagalo, onde ele ouvira dizer que fora montado um palco, para um show. Se fosse isso, não haveria jeito. Teria de se conformar. [...] Torceu as mãos, ainda guardando a esperança de que, na hora da cerimônia, a árvore estivesse de volta ao espaço onde sempre ficara. Mas, à noite, foi com os olhos úmidos que ouviu o espoucar dos primeiros fogos da festa. Por cima dos edifícios altos, lá pelas bandas do Cantagalo, viu os clarões dos fogos de artifício – apenas os clarões, mais nada. Àquela altura, sua árvore já devia estar toda iluminada, cintilando no meio da Lagoa – mas para outros olhos, pensou. [...] No dia seguinte, evitou ir à janela. Andejou pela casa o dia inteiro, sem muito o que fazer, pois era domingo. Remexeu em papéis velhos, leu um pouco, ouviu música, mas preferiu não assistir ao noticiário da televisão. Já era de noitinha quando ouviu um barulhinho de chuva e, quase sem perceber, foi até a janela espiar. Seus olhos [...] então ficaram úmidos, como a noite lá fora.  No meio da Lagoa, brilhando por entre as gotas de chuva, lá estava ela. Sua árvore de volta",D06 - Distinguir fato de opinião relativa ao fato.,Qual trecho desse texto apresenta uma marca de opinião?,a,9° ano,SPACE,Avaliação paraná,“E o melhor pedaço de todos – pois era bem ali que a prefeitura armava a árvore de Natal.”.,"['“E o melhor pedaço de todos – pois era bem ali que a prefeitura armava a árvore de Natal.”.', '“Quando chegava novembro, ele – que já passava dos 60 – acompanhava a construção...”.', '“Encostou-se ao parapeito da janela, os olhos varrendo o espelho d’água...”.', '“No meio da Lagoa, brilhando por entre as gotas de chuva, lá estava ela.”.']"
